Site_ID_split,Level_layer_concentration,TaxUnit,TaxUnit_unique,Timeslice,Long,Lat,Dating_BP,Dating_method,Dating_qual,Site_type,Site_strat,Ass_pos,Ass_coh,Site_fau2,Site_excav,Key_references,Macro_region,Macro_region_code,Site_ID,LabCode/Ref,Site (from main datasheet + 14c-palaeolithic),Site_ID (from main datasheet),Layer/Context (from main datasheet),Additional info on layer/context not originally in the datasheet,TaxUnit (from main datasheet),Conv_C14_date,Conv_std,AMS_C14_date,AMS_Pm/Std,Dated material,Dated species,Informaton on pretreatment,Source (Database/Literature),Org. Lit. Reference (if given),Other comments/observation,median_SPD_age_calBP,oneSigma_rangeMin,oneSigma_rangeMax
Poggenwisch,NA,Hamburgian,Ham_NG,1,10.203,53.64,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,Rust 1958,Northern Germany,NG,Poggenwisch,H-32/118C,Poggenwisch D,Poggenwisch,NA,NA,Classic Hamburgian,12850,500,NA,NA,organic fraction in chalk-gyttja,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",obtained by acid treatment and dialyse (same as 118a),14678,14115,14941
Poggenwisch,NA,Hamburgian,Ham_NG,1,10.203,53.64,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,Rust 1958,Northern Germany,NG,Poggenwisch,H-136/116,Poggenwisch D,Poggenwisch,NA,NA,Classic Hamburgian,12980,370,NA,NA,twigs,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",NA,14678,14115,14941
Poggenwisch,NA,Hamburgian,Ham_NG,1,10.203,53.64,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,Rust 1958,Northern Germany,NG,Poggenwisch,GrN-11254,Poggenwisch D,Poggenwisch,NA,NA,Classic Hamburgian,12460,60,NA,NA,twigs,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",same sample as H-I36/116,14678,14115,14941
Poggenwisch,NA,Hamburgian,Ham_NG,1,10.203,53.64,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,Rust 1958,Northern Germany,NG,Poggenwisch,GrN-11254,Poggenwisch D,Poggenwisch,NA,NA,Classic Hamburgian,12460,60,NA,NA,twigsx,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",same sample as H-I36/116,14678,14115,14941
AhrenshoeftLA58d,NA,Havelte,Hav_NG,2,9.069,54.559,14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,After 2000,Weber et al. 2010,Northern Germany,NG,AhrenshoeftLA58d,AAR-2784,Ahrenshöft LA 58 d,AhrenshoeftLA58d,lower,NA,"Hamburgian, Havelte type, Late Havelte",NA,NA,12030,60,charcoal from hearth D,NA,NA,Radiocarbon Palaeolithic Europe Database v27,Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf,NA,13917,13805,14014
DuvenseeWP8,NA,Maglemose,Magle_NG,4,10.545,53.699,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1980-2000,Holst 2014,Northern Germany,NG,DuvenseeWP8,KI-1818,Duvensee WP8,DuvenseeWP8,NA,NA,Maglemose,9640,100,NA,NA,NA,NA,NA,Bokelmann et al. 1981,Bokelmann et al. 1981,NA,10835,10587,11106
DuvenseeWP8,NA,Maglemose,Magle_NG,4,10.545,53.699,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1980-2000,Holst 2014,Northern Germany,NG,DuvenseeWP8,KI-1819,Duvensee WP8,DuvenseeWP8,NA,NA,Maglemose,9410,110,NA,NA,NA,NA,NA,Bokelmann et al. 1981,Bokelmann et al. 1981,NA,10835,10587,11106
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49735,Friesack 27a,Friesack27a,NA,B5n5-1,Maglemose,NA,NA,9488,45,bone,Capreolus capreolus,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5843,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9480,60,charcoal,Salix,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46298,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9565,40,bone,Sus scrofa,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5845(?),Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9530,55,charcoal,Pinus sylvestris,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,Bln-3215,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9400,70,peat,NA,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5845,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9458,64,wood,Pinus sylvestris,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46296,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9775,45,bone,Equus ferus,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5846,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9400,60,bark,NA,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49733,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9635,32,bone,Castor fiber,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49734,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9565,32,bone,Capreolus capreolus,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5848,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9545,50,charcoal,Pinus sylvestris,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46297,Friesack 27a,Friesack27a,NA,NA,Maglemose,NA,NA,9645,65,bone,Bos primignius,NA,Groß 2017,NA,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49735,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9531,33,bone,Capreolus,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46298,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9565,40,bone,Sus scrofa,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46296,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9775,45,bone,Equus ferus,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49733,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9680,35,bone,Castor,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-46297,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9645,65,bone,Bos primigenius,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KIA-49734,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9610,33,bone,Capreolus,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5843,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9480,60,charcoal,NA,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5844,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9940,60,charcoal,NA,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5845(?),Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9530,55,charcoal,NA,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,Bln-3215,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9400,70,Torf,NA,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5845,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9458,64,Wood,Pinus,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5846,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9400,60,Wood,NA,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Friesack27a,NA,Maglemose,Magle_NG,4,12.453,52.751,11000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,Groß 2017,Northern Germany,NG,Friesack27a,KN-5848,Friesack 27a,Friesack27a,NA,(Schichtkomplexe 3-1),Maglemose,NA,NA,9545,50,"Wood, Charcoal",Pinus,NA,Groß 2014,Groß 2014,NA,10883,10585,11223
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,OxA-2875,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9680,90,bone,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4580,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9810,100,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4324,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9900,105,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4323,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9930,105,bone,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4579,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9980,105,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4581,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,9990,105,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4325,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10010,100,bone,bison sp.,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,KN-2221,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10080,80,bulk sample of bone and antler,cervidae,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4578,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10100,100,bone,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4330,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10110,85,bone,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4262,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10110,105,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4327,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10130,105,antler,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,K-4326,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10140,105,bone,Rangifer tarandus,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Stellmoor,NA,Ahrensburgian,Ahr_NG,3,10.216,53.647,13000-12000,C14,Reliable,Openair,Stratified,Primary/insitu,Mixed,TRUE,Before WW2,Rust 1958,Northern Germany,NG,Stellmoor,KN-2222,Stellmoor,Stellmoor,NA,NA,Ahrensburgian,NA,NA,10160,90,bulk bone sample,NA,NA,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002",NA,11544,11280,11816
Meiendorf,NA,Hamburgian,Ham_NG,1,10.176,53.626,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,Before WW2,Rust 1937,Northern Germany,NG,Meiendorf,K-4329,Meiendorf D,Meiendorf,NA,NA,classic Hamburgian,12360,110,NA,NA,antler collagen with attached bone,Rangifer tarandus,NA,Radiocarbon Palaeolithic Europe Database v27,Banadora. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf,NA,14367,13613,14959
Meiendorf,NA,Hamburgian,Ham_NG,1,10.176,53.626,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,Before WW2,Rust 1937,Northern Germany,NG,Meiendorf,H-38/121B,Meiendorf D,Meiendorf,NA,NA,classic Hamburgian,12300,200,NA,NA,antler organic fraction,Rangifer tarandus,NA,Radiocarbon Palaeolithic Europe Database v27,Banadora. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf,"same as W-281, Y-158.2",14367,13613,14959
Meiendorf,NA,Hamburgian,Ham_NG,1,10.176,53.626,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,Before WW2,Rust 1937,Northern Germany,NG,Meiendorf,H-38/121A,Meiendorf D,Meiendorf,NA,NA,classic Hamburgian,12300,300,NA,NA,antler organic fraction,Rangifer tarandus,NA,Radiocarbon Palaeolithic Europe Database v27,Banadora. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf,same as W-281 and Y-158.2,14367,13613,14959
Meiendorf,NA,Hamburgian,Ham_NG,1,10.176,53.626,15000-14000,C14,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,Before WW2,Rust 1937,Northern Germany,NG,Meiendorf,KN-2220,Meiendorf D,Meiendorf,NA,NA,classic Hamburgian,12470,250,NA,NA,bone (bulked sample),NA,NA,Radiocarbon Palaeolithic Europe Database v27,Banadora. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf,NA,14367,13613,14959
